Timestamp (UTC),Accel-X,Accel-Y,Accel-Z,Gyro-X,Gyro-Y,Gyro-Z,Mag-X,Mag-Y,Mag-Z
2021-07-18 19:38:25.216649,1.0263521826649313,0.2208279889656719,9.833688500972908,0.5823077395610775,0.3226536181779376,-0.7693820871584522,-2.7150346297835406,-12.157078479561333,45.59576930791335
2021-07-18 19:38:25.832986,0.9709082776674529,0.3325071997918281,9.819850393048382,0.5925089272557368,0.3304515968025402,-0.7699024932536314,-2.074576557314162,-11.65833308108513,45.66571940097879
2021-07-18 19:38:26.450044,0.9030956659037876,0.4719294495446107,9.803223864767777,0.5891818777235674,0.3247568582412594,-0.7661217584128872,-1.486483524606852,-11.040605978119608,45.69354199714148
2021-07-18 19:38:27.067046,0.8492103484363089,0.6070991995693014,9.805447208988168,0.5874729412809813,0.32364912386673406,-0.7648327259464212,-0.8641334521534554,-10.515999515762942,45.8251299363547
2021-07-18 19:38:27.683402,0.623980357302143,0.6844616492617055,9.749561029127756,0.5766632651856745,0.31204897993870184,-0.8166234907983227,-0.16451482670525408,-10.441315779031136,45.93062679783169
2021-07-18 19:38:28.300275,0.6552473983495399,0.5719315646607592,9.780725560035018,0.5594806725771846,0.31269967288146744,-0.9454052541817284,-1.032744548839832,-9.961735388648652,45.881593252593646
2021-07-18 19:38:28.917273,0.6882547441602109,0.6478890301125895,9.950958599779717,0.534360907985578,0.2927622355449401,-1.0514311672462717,-1.5715828497003246,-8.621042635260643,45.83870871363707
2021-07-18 19:38:29.533714,0.5492149476320429,0.635972444009834,9.968289170294488,0.5457977824657647,0.24887972005578324,-1.1350755363437983,-0.6667792772189887,-6.859330703489747,45.902576668837355
2021-07-18 19:38:30.155653,0.4131096111627759,0.635041465201581,9.922009444610783,0.5354127711559065,0.2411871568534022,-1.1566273137308374,0.5175608122564983,-5.397653936670384,45.976620162437705
2021-07-18 19:38:30.771962,0.39553414115111263,0.6789614760429061,9.892764125817985,0.5414225472439905,0.2513210085114236,-1.1321093081011082,1.7279005378724006,-4.085721702072437,45.739538997462056
